================================================================================
COMPUTING BUDGET TEST
================================================================================
Equation: Grad_Dependent_Nonlinear
Dimension: 81
Test points: 1200
Budget levels: [1.0, 2.0, 4.0, 8.0, 16.0]
================================================================================


================================================================================
Budget Level: 1.0x
================================================================================

--- PINN (budget=1.0x) ---
Compiling model...
'compile' took 0.006172 s

Training model...

Step      Train loss                        Test loss                         Test metric             
10000     [2.47e-04, 5.14e-06, 2.09e-06]    [3.70e-04, 5.14e-06, 2.09e-06]    [3.03e-02, 3.13e-04]    
10010     [1.84e-04, 4.51e-04, 7.90e-04]    [1.83e-04, 4.51e-04, 7.90e-04]    [5.57e-02, 1.06e-03]    
10020     [1.65e-04, 3.09e-04, 3.37e-04]    [4.23e-04, 3.09e-04, 3.37e-04]    [4.97e-02, 8.41e-04]    
10030     [3.11e-05, 3.58e-05, 7.52e-05]    [1.16e-04, 3.58e-05, 7.52e-05]    [3.64e-02, 4.52e-04]    
10040     [2.06e-05, 5.08e-05, 3.77e-05]    [1.01e-04, 5.08e-05, 3.77e-05]    [3.44e-02, 4.04e-04]    
10050     [2.02e-05, 6.74e-06, 1.28e-05]    [1.33e-04, 6.74e-06, 1.28e-05]    [3.45e-02, 4.05e-04]    
10060     [1.74e-05, 3.91e-06, 9.90e-06]    [1.20e-04, 3.91e-06, 9.90e-06]    [3.30e-02, 3.72e-04]    
10070     [1.56e-05, 2.80e-06, 6.59e-06]    [1.10e-04, 2.80e-06, 6.59e-06]    [3.25e-02, 3.59e-04]    
10080     [1.48e-05, 1.15e-06, 4.97e-06]    [1.11e-04, 1.15e-06, 4.97e-06]    [3.24e-02, 3.58e-04]    
10090     [1.40e-05, 1.17e-06, 3.90e-06]    [1.09e-04, 1.17e-06, 3.90e-06]    [3.23e-02, 3.55e-04]    
10100     [1.36e-05, 7.14e-07, 3.50e-06]    [1.10e-04, 7.14e-07, 3.50e-06]    [3.21e-02, 3.51e-04]    
10110     [1.31e-05, 6.97e-07, 3.09e-06]    [1.10e-04, 6.97e-07, 3.09e-06]    [3.19e-02, 3.48e-04]    
10120     [1.27e-05, 6.04e-07, 2.87e-06]    [1.10e-04, 6.04e-07, 2.87e-06]    [3.19e-02, 3.46e-04]    
