# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.366773724555969238e+00 2.361343622207641602e+00 1.366773724555969238e+00 2.361343622207641602e+00 9.836238622665405273e-01 2.360684871673583984e+00
1.000000000000000000e+01 2.313581407070159912e-01 1.298095464706420898e+00 2.313581407070159912e-01 1.298095464706420898e+00 7.296440601348876953e-01 1.298978447914123535e+00
2.000000000000000000e+01 1.250112056732177734e-01 8.060051798820495605e-01 1.250112056732177734e-01 8.060051798820495605e-01 5.749059319496154785e-01 8.064425587654113770e-01
3.000000000000000000e+01 5.687317252159118652e-02 4.125824272632598877e-01 5.687317252159118652e-02 4.125824272632598877e-01 4.112515449523925781e-01 4.126625061035156250e-01
4.000000000000000000e+01 3.347044065594673157e-02 9.304093569517135620e-02 3.347044065594673157e-02 9.304093569517135620e-02 1.957855373620986938e-01 9.352789074182510376e-02
5.000000000000000000e+01 2.943110838532447815e-02 5.804223939776420593e-02 2.943110838532447815e-02 5.804223939776420593e-02 1.555062085390090942e-01 5.900317803025245667e-02
6.000000000000000000e+01 1.004059519618749619e-02 3.670746088027954102e-02 1.004059519618749619e-02 3.670746088027954102e-02 1.235104426741600037e-01 3.722093626856803894e-02
7.000000000000000000e+01 1.068268436938524246e-02 2.708359621465206146e-02 1.068268436938524246e-02 2.708359621465206146e-02 1.061168089509010315e-01 2.747567184269428253e-02
8.000000000000000000e+01 5.356133915483951569e-03 2.568173781037330627e-02 5.356133915483951569e-03 2.568173781037330627e-02 1.034285798668861389e-01 2.610123716294765472e-02
9.000000000000000000e+01 4.815857391804456711e-03 2.205646969377994537e-02 4.815857391804456711e-03 2.205646969377994537e-02 9.590087085962295532e-02 2.244011126458644867e-02
1.000000000000000000e+02 5.195291247218847275e-03 1.886345446109771729e-02 5.195291247218847275e-03 1.886345446109771729e-02 8.872143924236297607e-02 1.920600980520248413e-02
1.100000000000000000e+02 4.264530725777149200e-03 1.729824021458625793e-02 4.264530725777149200e-03 1.729824021458625793e-02 8.494205772876739502e-02 1.760457083582878113e-02
1.200000000000000000e+02 4.057715646922588348e-03 1.539652049541473389e-02 4.057715646922588348e-03 1.539652049541473389e-02 8.014832437038421631e-02 1.567360386252403259e-02
1.300000000000000000e+02 3.679925808683037758e-03 1.386601105332374573e-02 3.679925808683037758e-03 1.386601105332374573e-02 7.606405764818191528e-02 1.411688514053821564e-02
1.400000000000000000e+02 3.259072778746485710e-03 1.254654768854379654e-02 3.259072778746485710e-03 1.254654768854379654e-02 7.236896455287933350e-02 1.277864072471857071e-02
1.500000000000000000e+02 2.943540457636117935e-03 1.127975154668092728e-02 2.943540457636117935e-03 1.127975154668092728e-02 6.861345469951629639e-02 1.148678455501794815e-02
1.600000000000000000e+02 2.691752044484019279e-03 1.010278239846229553e-02 2.691752044484019279e-03 1.010278239846229553e-02 6.493390351533889771e-02 1.028781104832887650e-02
1.700000000000000000e+02 2.467170590534806252e-03 9.038032963871955872e-03 2.467170590534806252e-03 9.038032963871955872e-03 6.141069158911705017e-02 9.201696142554283142e-03
1.800000000000000000e+02 2.285260474309325218e-03 8.056787773966789246e-03 2.285260474309325218e-03 8.056787773966789246e-03 5.797647312283515930e-02 8.201315999031066895e-03
1.900000000000000000e+02 2.129202010110020638e-03 7.157958578318357468e-03 2.129202010110020638e-03 7.157958578318357468e-03 5.463930591940879822e-02 7.284341845661401749e-03
2.000000000000000000e+02 1.990053802728652954e-03 6.340733263641595840e-03 1.990053802728652954e-03 6.340733263641595840e-03 5.141867697238922119e-02 6.450921297073364258e-03
2.100000000000000000e+02 1.867200946435332298e-03 5.600650794804096222e-03 1.867200946435332298e-03 5.600650794804096222e-03 4.831831902265548706e-02 5.696439649909734726e-03
2.200000000000000000e+02 1.755263539962470531e-03 4.943989217281341553e-03 1.755263539962470531e-03 4.943989217281341553e-03 4.539180919528007507e-02 5.027301143854856491e-03
2.300000000000000000e+02 1.653009443543851376e-03 4.372224211692810059e-03 1.653009443543851376e-03 4.372224211692810059e-03 4.268325865268707275e-02 4.445238970220088959e-03
2.400000000000000000e+02 1.559734926559031010e-03 3.886095946654677391e-03 1.559734926559031010e-03 3.886095946654677391e-03 4.024029150605201721e-02 3.950955811887979507e-03
2.500000000000000000e+02 1.473354524932801723e-03 3.481607185676693916e-03 1.473354524932801723e-03 3.481607185676693916e-03 3.809227794408798218e-02 3.540411358699202538e-03
