================================================================================
COMPUTING BUDGET TEST
================================================================================
Equation: Grad_Dependent_Nonlinear
Dimension: 41
Test points: 1200
Budget levels: [1.0, 2.0, 4.0, 8.0, 16.0]
================================================================================


================================================================================
Budget Level: 1.0x
================================================================================

--- PINN (budget=1.0x) ---
Compiling model...
'compile' took 0.005651 s

Training model...

Step      Train loss                        Test loss                         Test metric             
10000     [3.74e-04, 1.51e-07, 1.21e-07]    [3.36e-04, 1.51e-07, 1.21e-07]    [4.26e-02, 6.44e-04]    
10010     [1.67e-04, 3.12e-04, 2.81e-04]    [1.72e-04, 3.12e-04, 2.81e-04]    [5.78e-02, 1.18e-03]    
10020     [7.15e-05, 7.77e-05, 6.64e-05]    [1.22e-04, 7.77e-05, 6.64e-05]    [5.36e-02, 1.02e-03]    
10030     [3.19e-05, 5.94e-05, 3.45e-05]    [7.32e-05, 5.94e-05, 3.45e-05]    [4.94e-02, 8.64e-04]    
10040     [3.08e-05, 2.31e-05, 1.75e-05]    [8.46e-05, 2.31e-05, 1.75e-05]    [4.73e-02, 7.93e-04]    
10050     [2.62e-05, 9.23e-06, 6.61e-06]    [7.24e-05, 9.23e-06, 6.61e-06]    [4.51e-02, 7.22e-04]    
10060     [2.27e-05, 3.17e-06, 3.42e-06]    [6.73e-05, 3.17e-06, 3.42e-06]    [4.44e-02, 7.00e-04]    
10070     [2.09e-05, 2.05e-06, 2.87e-06]    [6.75e-05, 2.05e-06, 2.87e-06]    [4.42e-02, 6.91e-04]    
10080     [1.99e-05, 1.78e-06, 2.52e-06]    [6.81e-05, 1.78e-06, 2.52e-06]    [4.40e-02, 6.85e-04]    
10090     [1.89e-05, 1.48e-06, 2.08e-06]    [6.87e-05, 1.48e-06, 2.08e-06]    [4.40e-02, 6.86e-04]    
10100     [1.82e-05, 1.40e-06, 1.88e-06]    [7.01e-05, 1.40e-06, 1.88e-06]    [4.40e-02, 6.84e-04]    
10110     [1.74e-05, 1.21e-06, 1.81e-06]    [7.20e-05, 1.21e-06, 1.81e-06]    [4.39e-02, 6.81e-04]    
10120     [1.67e-05, 1.09e-06, 1.75e-06]    [7.31e-05, 1.09e-06, 1.75e-06]    [4.37e-02, 6.76e-04]    
10130     [1.61e-05, 1.08e-06, 1.66e-06]    [7.39e-05, 1.08e-06, 1.66e-06]    [4.35e-02, 6.69e-04]    
10140     [1.56e-05, 1.02e-06, 1.58e-06]    [7.50e-05, 1.02e-06, 1.58e-06]    [4.34e-02, 6.67e-04]    
10150     [1.51e-05, 1.06e-06, 1.45e-06]    [7.60e-05, 1.06e-06, 1.45e-06]    [4.33e-02, 6.64e-04]    
10160     [1.47e-05, 9.31e-07, 1.41e-06]    [7.74e-05, 9.31e-07, 1.41e-06]    [4.31e-02, 6.59e-04]    
10170     [1.42e-05, 9.27e-07, 1.38e-06]    [7.80e-05, 9.27e-07, 1.38e-06]    [4.32e-02, 6.60e-04]    
10180     [1.39e-05, 9.62e-07, 1.24e-06]    [7.87e-05, 9.62e-07, 1.24e-06]    [4.31e-02, 6.59e-04]    
10190     [1.35e-05, 8.80e-07, 1.22e-06]    [7.98e-05, 8.80e-07, 1.22e-06]    [4.31e-02, 6.58e-04]    
10200     [1.32e-05, 8.36e-07, 1.20e-06]    [8.04e-05, 8.36e-07, 1.20e-06]    [4.30e-02, 6.56e-04]    
10210     [1.29e-05, 8.18e-07, 1.16e-06]    [8.07e-05, 8.18e-07, 1.16e-06]    [4.30e-02, 6.55e-04]    
10220     [1.26e-05, 8.05e-07, 1.07e-06]    [8.13e-05, 8.05e-07, 1.07e-06]    [4.29e-02, 6.53e-04]    
10230     [1.23e-05, 7.32e-07, 1.11e-06]    [8.23e-05, 7.32e-07, 1.11e-06]    [4.29e-02, 6.51e-04]    
10240     [1.20e-05, 7.29e-07, 1.02e-06]    [8.25e-05, 7.29e-07, 1.02e-06]    [4.28e-02, 6.49e-04]    
10250     [1.18e-05, 7.13e-07, 9.68e-07]    [8.31e-05, 7.13e-07, 9.68e-07]    [4.27e-02, 6.47e-04]    
10260     [1.16e-05, 7.87e-07, 8.50e-07]    [8.31e-05, 7.87e-07, 8.50e-07]    [4.26e-02, 6.43e-04]    
10270     [1.14e-05, 6.83e-07, 8.84e-07]    [8.40e-05, 6.83e-07, 8.84e-07]    [4.26e-02, 6.42e-04]    
10280     [1.12e-05, 6.44e-07, 8.87e-07]    [8.44e-05, 6.44e-07, 8.87e-07]    [4.25e-02, 6.39e-04]    
10290     [1.10e-05, 6.20e-07, 8.45e-07]    [8.52e-05, 6.20e-07, 8.45e-07]    [4.25e-02, 6.40e-04]    
10300     [1.08e-05, 5.90e-07, 8.16e-07]    [8.52e-05, 5.90e-07, 8.16e-07]    [4.24e-02, 6.37e-04]    
10310     [1.06e-05, 6.71e-07, 7.51e-07]    [8.52e-05, 6.71e-07, 7.51e-07]    [4.23e-02, 6.33e-04]    
10320     [1.04e-05, 5.67e-07, 8.33e-07]    [8.64e-05, 5.67e-07, 8.33e-07]    [4.23e-02, 6.35e-04]    
10330     [1.02e-05, 6.68e-07, 6.55e-07]    [8.57e-05, 6.68e-07, 6.55e-07]    [4.22e-02, 6.31e-04]    
10340     [1.01e-05, 6.21e-07, 6.65e-07]    [8.60e-05, 6.21e-07, 6.65e-07]    [4.21e-02, 6.29e-04]    
10350     [9.88e-06, 5.85e-07, 6.58e-07]    [8.65e-05, 5.85e-07, 6.58e-07]    [4.21e-02, 6.29e-04]    
10360     [9.71e-06, 6.27e-07, 5.89e-07]    [8.66e-05, 6.27e-07, 5.89e-07]    [4.21e-02, 6.28e-04]    
10370     [9.53e-06, 4.92e-07, 7.30e-07]    [8.83e-05, 4.92e-07, 7.30e-07]    [4.22e-02, 6.30e-04]    
10380     [9.41e-06, 5.33e-07, 6.02e-07]    [8.84e-05, 5.33e-07, 6.02e-07]    [4.21e-02, 6.27e-04]    
10390     [9.27e-06, 5.35e-07, 5.82e-07]    [8.87e-05, 5.35e-07, 5.82e-07]    [4.20e-02, 6.26e-04]    
10400     [9.13e-06, 5.70e-07, 5.55e-07]    [8.86e-05, 5.70e-07, 5.55e-07]    [4.20e-02, 6.24e-04]    
10410     [9.00e-06, 4.77e-07, 5.99e-07]    [9.00e-05, 4.77e-07, 5.99e-07]    [4.20e-02, 6.24e-04]    
10420     [8.81e-06, 4.83e-07, 5.44e-07]    [8.96e-05, 4.83e-07, 5.44e-07]    [4.19e-02, 6.22e-04]    
10430     [8.71e-06, 5.97e-07, 5.15e-07]    [8.93e-05, 5.97e-07, 5.15e-07]    [4.18e-02, 6.19e-04]    
10440     [8.57e-06, 5.54e-07, 4.86e-07]    [8.99e-05, 5.54e-07, 4.86e-07]    [4.18e-02, 6.18e-04]    
10450     [8.45e-06, 1.17e-06, 1.90e-06]    [9.43e-05, 1.17e-06, 1.90e-06]    [4.21e-02, 6.27e-04]    
10460     [8.33e-06, 8.32e-07, 1.43e-06]    [9.35e-05, 8.32e-07, 1.43e-06]    [4.20e-02, 6.24e-04]    
10470     [8.20e-06, 6.69e-07, 1.15e-06]    [9.32e-05, 6.69e-07, 1.15e-06]    [4.19e-02, 6.22e-04]    
10480     [8.15e-06, 1.54e-06, 2.45e-06]    [9.54e-05, 1.54e-06, 2.45e-06]    [4.20e-02, 6.26e-04]    
10490     [8.14e-06, 2.10e-06, 1.56e-06]    [8.76e-05, 2.10e-06, 1.56e-06]    [4.13e-02, 6.03e-04]    
10500     [7.89e-06, 3.93e-07, 6.41e-07]    [9.26e-05, 3.93e-07, 6.41e-07]    [4.17e-02, 6.16e-04]    
10510     [7.87e-06, 2.29e-06, 3.37e-06]    [9.72e-05, 2.29e-06, 3.37e-06]    [4.20e-02, 6.26e-04]    
10520     [7.80e-06, 3.40e-06, 4.77e-06]    [9.84e-05, 3.40e-06, 4.77e-06]    [4.21e-02, 6.29e-04]    
10530     [7.66e-06, 2.12e-06, 3.00e-06]    [9.72e-05, 2.12e-06, 3.00e-06]    [4.20e-02, 6.25e-04]    
