# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 4.149807617068290710e-02 2.992638051509857178e-01 6.375283598899841309e-01 4.139153659343719482e-01 6.804044824093580246e-03 2.992638051509857178e-01 6.375283598899841309e-01 4.139153659343719482e-01 1.111362934112548828e+00 4.460940361022949219e-01
1.000000000000000000e+01 1.694030873477458954e-02 7.324480265378952026e-02 2.854454517364501953e-01 1.353118270635604858e-01 2.203310281038284302e-02 7.324480265378952026e-02 2.854454517364501953e-01 1.353118270635604858e-01 7.139081954956054688e-01 1.840769201517105103e-01
2.000000000000000000e+01 8.964756503701210022e-03 2.322000823915004730e-02 1.825209408998489380e-01 6.744371354579925537e-02 3.088266775012016296e-02 2.322000823915004730e-02 1.825209408998489380e-01 6.744371354579925537e-02 5.236502885818481445e-01 9.903694689273834229e-02
3.000000000000000000e+01 2.893880475312471390e-03 1.410562079399824142e-02 1.134173646569252014e-01 3.481525927782058716e-02 4.195658024400472641e-03 1.410562079399824142e-02 1.134173646569252014e-01 3.481525927782058716e-02 3.864898681640625000e-01 5.394992977380752563e-02
4.000000000000000000e+01 1.738355727866292000e-03 6.965165492147207260e-03 7.828243076801300049e-02 2.036683447659015656e-02 1.481232349760830402e-03 6.965165492147207260e-03 7.828243076801300049e-02 2.036683447659015656e-02 3.151472508907318115e-01 3.587085008621215820e-02
5.000000000000000000e+01 1.510015339590609074e-03 4.349460825324058533e-03 5.714001134037971497e-02 1.339930761605501175e-02 4.314353689551353455e-03 4.349460825324058533e-03 5.714001134037971497e-02 1.339930761605501175e-02 2.694118916988372803e-01 2.621489949524402618e-02
6.000000000000000000e+01 1.287469989620149136e-03 3.030295250937342644e-03 4.390390962362289429e-02 9.354927577078342438e-03 4.559182096272706985e-03 3.030295250937342644e-03 4.390390962362289429e-02 9.354927577078342438e-03 2.344063520431518555e-01 1.984510570764541626e-02
7.000000000000000000e+01 1.243875129148364067e-03 2.580125117674469948e-03 3.468023240566253662e-02 6.719430908560752869e-03 4.705846775323152542e-03 2.580125117674469948e-03 3.468023240566253662e-02 6.719430908560752869e-03 2.048181444406509399e-01 1.515135634690523148e-02
8.000000000000000000e+01 1.312105800025165081e-03 2.024211455136537552e-03 2.790710888803005219e-02 5.154452752321958542e-03 4.318429157137870789e-03 2.024211455136537552e-03 2.790710888803005219e-02 5.154452752321958542e-03 1.835066229104995728e-01 1.216236688196659088e-02
9.000000000000000000e+01 1.357638859190046787e-03 1.697912462987005711e-03 2.286816202104091644e-02 4.188875667750835419e-03 3.976588603109121323e-03 1.697912462987005711e-03 2.286816202104091644e-02 4.188875667750835419e-03 1.680298298597335815e-01 1.019735168665647507e-02
1.000000000000000000e+02 1.355264568701386452e-03 1.452803378924727440e-03 1.916454359889030457e-02 3.463350003585219383e-03 3.828542307019233704e-03 1.452803378924727440e-03 1.916454359889030457e-02 3.463350003585219383e-03 1.556614339351654053e-01 8.751383051276206970e-03
1.100000000000000000e+02 1.303375815041363239e-03 1.263440935872495174e-03 1.622096635401248932e-02 2.946208929643034935e-03 3.720843465998768806e-03 1.263440935872495174e-03 1.622096635401248932e-02 2.946208929643034935e-03 1.455854177474975586e-01 7.655090652406215668e-03
1.200000000000000000e+02 1.238018856383860111e-03 1.097238622605800629e-03 1.376983337104320526e-02 2.561264438554644585e-03 3.566969884559512138e-03 1.097238622605800629e-03 1.376983337104320526e-02 2.561264438554644585e-03 1.374055594205856323e-01 6.819040514528751373e-03
1.300000000000000000e+02 1.176380785182118416e-03 9.515596902929246426e-04 1.168280001729726791e-02 2.259096363559365273e-03 3.395268693566322327e-03 9.515596902929246426e-04 1.168280001729726791e-02 2.259096363559365273e-03 1.303575932979583740e-01 6.137439981102943420e-03
1.400000000000000000e+02 1.114547601900994778e-03 8.215203997679054737e-04 9.911995381116867065e-03 2.020482206717133522e-03 3.216288052499294281e-03 8.215203997679054737e-04 9.911995381116867065e-03 2.020482206717133522e-03 1.240640282630920410e-01 5.559124983847141266e-03
1.500000000000000000e+02 1.069983583875000477e-03 7.230305345728993416e-04 8.398744277656078339e-03 1.793622155673801899e-03 3.065063385292887688e-03 7.230305345728993416e-04 8.398744277656078339e-03 1.793622155673801899e-03 1.180288642644882202e-01 5.031425505876541138e-03
1.600000000000000000e+02 1.023806515149772167e-03 6.367989117279648781e-04 7.120878435671329498e-03 1.605187659151852131e-03 2.908203052356839180e-03 6.367989117279648781e-04 7.120878435671329498e-03 1.605187659151852131e-03 1.124960929155349731e-01 4.570771474391222000e-03
1.700000000000000000e+02 9.873873787000775337e-04 5.675326101481914520e-04 6.029169540852308273e-03 1.443351618945598602e-03 2.757666166871786118e-03 5.675326101481914520e-04 6.029169540852308273e-03 1.443351618945598602e-03 1.074783056974411011e-01 4.172114655375480652e-03
1.800000000000000000e+02 9.555344586260616779e-04 5.071152118034660816e-04 5.115771666169166565e-03 1.296059694141149521e-03 2.633651020005345345e-03 5.071152118034660816e-04 5.115771666169166565e-03 1.296059694141149521e-03 1.027423813939094543e-01 3.812535665929317474e-03
1.900000000000000000e+02 9.261425584554672241e-04 4.569734446704387665e-04 4.340135026723146439e-03 1.174795208498835564e-03 2.517694141715764999e-03 4.569734446704387665e-04 4.340135026723146439e-03 1.174795208498835564e-03 9.849224239587783813e-02 3.503633430227637291e-03
2.000000000000000000e+02 8.958899998106062412e-04 4.150997556280344725e-04 3.687992459163069725e-03 1.072730985470116138e-03 2.411189256235957146e-03 4.150997556280344725e-04 3.687992459163069725e-03 1.072730985470116138e-03 9.475781023502349854e-02 3.242983249947428703e-03
2.100000000000000000e+02 8.711061673238873482e-04 3.812056675087660551e-04 3.141121007502079010e-03 9.794917423278093338e-04 2.331078751012682915e-03 3.812056675087660551e-04 3.141121007502079010e-03 9.794917423278093338e-04 9.128350764513015747e-02 3.009534208104014397e-03
2.200000000000000000e+02 8.450076566077768803e-04 3.500150633044540882e-04 2.681820420548319817e-03 9.032213711179792881e-04 2.258140826597809792e-03 3.500150633044540882e-04 2.681820420548319817e-03 9.032213711179792881e-04 8.826828002929687500e-02 2.813998842611908913e-03
2.300000000000000000e+02 8.214649278670549393e-04 3.242287493776530027e-04 2.298150211572647095e-03 8.324900409206748009e-04 2.198653761297464371e-03 3.242287493776530027e-04 2.298150211572647095e-03 8.324900409206748009e-04 8.547815680503845215e-02 2.638912061229348183e-03
2.400000000000000000e+02 7.970678852871060371e-04 3.008632047567516565e-04 1.974530052393674850e-03 7.792674005031585693e-04 2.155911643058061600e-03 3.008632047567516565e-04 1.974530052393674850e-03 7.792674005031585693e-04 8.315917849540710449e-02 2.497669775038957596e-03
2.500000000000000000e+02 7.742159650661051273e-04 2.772454754449427128e-04 1.705729519017040730e-03 7.304909522645175457e-04 2.111113397404551506e-03 2.772454754449427128e-04 1.705729519017040730e-03 7.304909522645175457e-04 8.096881955862045288e-02 2.367828274145722389e-03
2.600000000000000000e+02 7.555268239229917526e-04 2.636296849232167006e-04 1.475370023399591446e-03 6.816554232500493526e-04 2.083910629153251648e-03 2.636296849232167006e-04 1.475370023399591446e-03 6.816554232500493526e-04 7.898001372814178467e-02 2.252937061712145805e-03
