================================================================================
COMPUTING BUDGET TEST
================================================================================
Equation: Grad_Dependent_Nonlinear
Dimension: 41
Test points: 1200
Budget levels: [1.0, 2.0, 4.0, 8.0, 16.0]
================================================================================


================================================================================
Budget Level: 1.0x
================================================================================

--- PINN (budget=1.0x) ---
Compiling model...
'compile' took 0.007603 s

Training model...

Step      Train loss                        Test loss                         Test metric             
10000     [1.50e-04, 1.21e-06, 9.56e-07]    [4.65e-05, 1.21e-06, 9.56e-07]    [3.54e-02, 4.44e-04]    
10010     [1.84e-04, 3.46e-04, 2.65e-04]    [3.09e-04, 3.46e-04, 2.65e-04]    [4.68e-02, 7.76e-04]    
10020     [4.36e-05, 8.05e-05, 7.54e-05]    [4.75e-05, 8.05e-05, 7.54e-05]    [3.82e-02, 5.18e-04]    
10030     [4.65e-05, 5.00e-05, 3.87e-05]    [4.43e-05, 5.00e-05, 3.87e-05]    [3.89e-02, 5.37e-04]    
10040     [2.51e-05, 1.16e-05, 9.99e-06]    [7.05e-05, 1.16e-05, 9.99e-06]    [3.53e-02, 4.42e-04]    
10050     [2.59e-05, 5.80e-06, 6.26e-06]    [1.00e-04, 5.80e-06, 6.26e-06]    [3.47e-02, 4.27e-04]    
10060     [2.19e-05, 1.64e-06, 3.45e-06]    [8.28e-05, 1.64e-06, 3.45e-06]    [3.53e-02, 4.43e-04]    
10070     [1.94e-05, 1.40e-06, 2.18e-06]    [6.99e-05, 1.40e-06, 2.18e-06]    [3.52e-02, 4.38e-04]    
10080     [1.84e-05, 1.36e-06, 1.84e-06]    [6.56e-05, 1.36e-06, 1.84e-06]    [3.49e-02, 4.32e-04]    
10090     [1.72e-05, 1.03e-06, 1.89e-06]    [6.69e-05, 1.03e-06, 1.89e-06]    [3.49e-02, 4.31e-04]    
10100     [1.63e-05, 9.52e-07, 1.62e-06]    [6.46e-05, 9.52e-07, 1.62e-06]    [3.46e-02, 4.25e-04]    
10110     [1.55e-05, 8.12e-07, 1.57e-06]    [6.53e-05, 8.12e-07, 1.57e-06]    [3.47e-02, 4.26e-04]    
10120     [1.49e-05, 7.97e-07, 1.43e-06]    [6.31e-05, 7.97e-07, 1.43e-06]    [3.45e-02, 4.22e-04]    
10130     [1.42e-05, 7.44e-07, 1.33e-06]    [6.34e-05, 7.44e-07, 1.33e-06]    [3.44e-02, 4.20e-04]    
10140     [1.37e-05, 6.84e-07, 1.28e-06]    [6.21e-05, 6.84e-07, 1.28e-06]    [3.43e-02, 4.16e-04]    
10150     [1.32e-05, 6.45e-07, 1.22e-06]    [6.07e-05, 6.45e-07, 1.22e-06]    [3.42e-02, 4.15e-04]    
10160     [1.27e-05, 6.43e-07, 1.17e-06]    [5.94e-05, 6.43e-07, 1.17e-06]    [3.42e-02, 4.14e-04]    
10170     [1.23e-05, 6.12e-07, 1.10e-06]    [5.83e-05, 6.12e-07, 1.10e-06]    [3.41e-02, 4.11e-04]    
10180     [1.19e-05, 5.89e-07, 1.04e-06]    [5.69e-05, 5.89e-07, 1.04e-06]    [3.40e-02, 4.09e-04]    
10190     [1.16e-05, 6.16e-07, 9.82e-07]    [5.62e-05, 6.16e-07, 9.82e-07]    [3.39e-02, 4.08e-04]    
10200     [1.13e-05, 6.05e-07, 8.84e-07]    [5.62e-05, 6.05e-07, 8.84e-07]    [3.38e-02, 4.04e-04]    
10210     [1.10e-05, 5.80e-07, 8.55e-07]    [5.53e-05, 5.80e-07, 8.55e-07]    [3.37e-02, 4.02e-04]    
10220     [1.07e-05, 5.02e-07, 8.49e-07]    [5.37e-05, 5.02e-07, 8.49e-07]    [3.36e-02, 4.00e-04]    
10230     [1.05e-05, 5.18e-07, 7.74e-07]    [5.34e-05, 5.18e-07, 7.74e-07]    [3.36e-02, 3.99e-04]    
10240     [1.02e-05, 4.58e-07, 8.10e-07]    [5.31e-05, 4.58e-07, 8.10e-07]    [3.35e-02, 3.97e-04]    
10250     [9.97e-06, 4.55e-07, 7.74e-07]    [5.22e-05, 4.55e-07, 7.74e-07]    [3.35e-02, 3.97e-04]    
10260     [9.78e-06, 4.69e-07, 6.83e-07]    [5.19e-05, 4.69e-07, 6.83e-07]    [3.34e-02, 3.96e-04]    
10270     [9.57e-06, 4.59e-07, 6.43e-07]    [5.08e-05, 4.59e-07, 6.43e-07]    [3.34e-02, 3.94e-04]    
10280     [9.39e-06, 4.50e-07, 6.12e-07]    [5.00e-05, 4.50e-07, 6.12e-07]    [3.33e-02, 3.93e-04]    
