# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 5.207031250000000000e+00 1.645896911621093750e+00 3.742173433303833008e+00 5.207031250000000000e+00 1.645896911621093750e+00 3.742173433303833008e+00 1.035365700721740723e+00 1.941667079925537109e+00
0.000000000000000000e+00 5.207031250000000000e+00 1.645896911621093750e+00 3.742173433303833008e+00 5.207031250000000000e+00 1.645896911621093750e+00 3.742173433303833008e+00 1.035365700721740723e+00 1.941667079925537109e+00
1.000000000000000000e+01 2.183593750000000000e+00 1.621135830879211426e+00 2.655701398849487305e+00 2.183593750000000000e+00 1.621135830879211426e+00 2.655701398849487305e+00 8.632490038871765137e-01 1.349768638610839844e+00
2.000000000000000000e+01 7.465820312500000000e-01 1.630457401275634766e+00 2.517235517501831055e+00 7.465820312500000000e-01 1.630457401275634766e+00 2.517235517501831055e+00 8.352033495903015137e-01 1.263489484786987305e+00
3.000000000000000000e+01 4.953613281250000000e-01 1.636213541030883789e+00 2.380302190780639648e+00 4.953613281250000000e-01 1.636213541030883789e+00 2.380302190780639648e+00 8.263278603553771973e-01 1.236778736114501953e+00
4.000000000000000000e+01 4.875488281250000000e-01 1.685193419456481934e+00 1.998239994049072266e+00 4.875488281250000000e-01 1.685193419456481934e+00 1.998239994049072266e+00 7.743777632713317871e-01 1.086157917976379395e+00
5.000000000000000000e+01 3.479003906250000000e-01 1.704401254653930664e+00 1.746023297309875488e+00 3.479003906250000000e-01 1.704401254653930664e+00 1.746023297309875488e+00 7.296671867370605469e-01 9.643548130989074707e-01
6.000000000000000000e+01 3.022460937500000000e-01 1.757906317710876465e+00 1.426126003265380859e+00 3.022460937500000000e-01 1.757906317710876465e+00 1.426126003265380859e+00 6.790501475334167480e-01 8.352008461952209473e-01
7.000000000000000000e+01 2.464599609375000000e-01 1.797247171401977539e+00 1.178459882736206055e+00 2.464599609375000000e-01 1.797247171401977539e+00 1.178459882736206055e+00 6.339012980461120605e-01 7.278310060501098633e-01
8.000000000000000000e+01 2.233886718750000000e-01 1.848815917968750000e+00 9.427839517593383789e-01 2.233886718750000000e-01 1.848815917968750000e+00 9.427839517593383789e-01 5.856963396072387695e-01 6.213440895080566406e-01
9.000000000000000000e+01 2.077636718750000000e-01 1.894211173057556152e+00 7.551382780075073242e-01 2.077636718750000000e-01 1.894211173057556152e+00 7.551382780075073242e-01 5.402807593345642090e-01 5.287205576896667480e-01
1.000000000000000000e+02 1.916503906250000000e-01 1.922463893890380859e+00 6.176237463951110840e-01 1.916503906250000000e-01 1.922463893890380859e+00 6.176237463951110840e-01 5.079597234725952148e-01 4.673537909984588623e-01
1.100000000000000000e+02 1.788330078125000000e-01 1.923852682113647461e+00 5.227154493331909180e-01 1.788330078125000000e-01 1.923852682113647461e+00 5.227154493331909180e-01 4.893568754196166992e-01 4.337491095066070557e-01
1.200000000000000000e+02 1.745605468750000000e-01 1.909839034080505371e+00 4.487426280975341797e-01 1.745605468750000000e-01 1.909839034080505371e+00 4.487426280975341797e-01 4.794111549854278564e-01 4.162971675395965576e-01
1.300000000000000000e+02 1.715087890625000000e-01 1.893667697906494141e+00 3.860673010349273682e-01 1.715087890625000000e-01 1.893667697906494141e+00 3.860673010349273682e-01 4.730983674526214600e-01 4.054058790206909180e-01
1.400000000000000000e+02 1.657714843750000000e-01 1.876967072486877441e+00 3.357575535774230957e-01 1.657714843750000000e-01 1.876967072486877441e+00 3.357575535774230957e-01 4.700166583061218262e-01 4.001416265964508057e-01
1.500000000000000000e+02 1.583251953125000000e-01 1.859659671783447266e+00 2.949858307838439941e-01 1.583251953125000000e-01 1.859659671783447266e+00 2.949858307838439941e-01 4.694254100322723389e-01 3.991355895996093750e-01
1.600000000000000000e+02 1.645507812500000000e-01 1.860356450080871582e+00 2.429823577404022217e-01 1.645507812500000000e-01 1.860356450080871582e+00 2.429823577404022217e-01 4.603235125541687012e-01 3.838075101375579834e-01
1.700000000000000000e+02 1.407470703125000000e-01 1.831502199172973633e+00 2.384933829307556152e-01 1.407470703125000000e-01 1.831502199172973633e+00 2.384933829307556152e-01 4.736361503601074219e-01 4.063281714916229248e-01
