================================================================================
COMPUTING BUDGET TEST
================================================================================
Equation: Grad_Dependent_Nonlinear
Dimension: 21
Test points: 1200
Budget levels: [1.0, 2.0, 4.0, 8.0, 16.0]
================================================================================


================================================================================
Budget Level: 1.0x
================================================================================

--- PINN (budget=1.0x) ---
Compiling model...
'compile' took 0.005850 s

Training model...

Step      Train loss                        Test loss                         Test metric             
10000     [2.64e-05, 5.51e-07, 5.86e-07]    [3.84e-05, 5.51e-07, 5.86e-07]    [1.12e-02, 4.21e-05]    
10010     [7.18e-04, 1.87e-04, 2.09e-04]    [4.37e-04, 1.87e-04, 2.09e-04]    [2.67e-02, 2.38e-04]    
10020     [6.52e-05, 2.08e-05, 2.26e-05]    [7.24e-05, 2.08e-05, 2.26e-05]    [1.42e-02, 6.74e-05]    
10030     [5.00e-05, 1.19e-05, 1.04e-05]    [5.96e-05, 1.19e-05, 1.04e-05]    [1.24e-02, 5.16e-05]    
10040     [2.55e-05, 1.01e-05, 1.10e-05]    [2.75e-05, 1.01e-05, 1.10e-05]    [1.28e-02, 5.48e-05]    
10050     [1.19e-05, 2.82e-06, 1.96e-06]    [2.59e-05, 2.82e-06, 1.96e-06]    [1.15e-02, 4.42e-05]    
10060     [1.15e-05, 1.85e-06, 1.57e-06]    [2.52e-05, 1.85e-06, 1.57e-06]    [1.14e-02, 4.38e-05]    
10070     [9.31e-06, 1.29e-06, 1.49e-06]    [2.33e-05, 1.29e-06, 1.49e-06]    [1.15e-02, 4.40e-05]    
10080     [8.50e-06, 8.95e-07, 1.01e-06]    [2.12e-05, 8.95e-07, 1.01e-06]    [1.13e-02, 4.30e-05]    
10090     [8.28e-06, 1.01e-06, 6.98e-07]    [2.04e-05, 1.01e-06, 6.98e-07]    [1.13e-02, 4.27e-05]    
10100     [7.99e-06, 8.83e-07, 6.94e-07]    [2.01e-05, 8.83e-07, 6.94e-07]    [1.13e-02, 4.27e-05]    
10110     [7.71e-06, 7.82e-07, 6.76e-07]    [1.99e-05, 7.82e-07, 6.76e-07]    [1.13e-02, 4.27e-05]    
