# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 5.024481192231178284e-02 3.247670531272888184e-01 4.388661980628967285e-01 7.995086722075939178e-03 3.247670531272888184e-01 4.388661980628967285e-01 1.123093605041503906e+00 4.468439519405364990e-01
1.000000000000000000e+01 4.006356000900268555e-03 1.272136867046356201e-01 1.223471611738204956e-01 1.070203166455030441e-02 1.272136867046356201e-01 1.223471611738204956e-01 7.030982375144958496e-01 1.751281768083572388e-01
2.000000000000000000e+01 3.422763897106051445e-03 2.554768323898315430e-02 3.949487581849098206e-02 1.395055837929248810e-02 2.554768323898315430e-02 3.949487581849098206e-02 5.693728923797607422e-01 1.148464307188987732e-01
3.000000000000000000e+01 1.696515479125082493e-03 9.130074642598628998e-03 2.143928594887256622e-02 1.511341310106217861e-03 9.130074642598628998e-03 2.143928594887256622e-02 4.802557528018951416e-01 8.170886337757110596e-02
4.000000000000000000e+01 1.368460711091756821e-03 7.403729949146509171e-03 1.176241785287857056e-02 1.074429950676858425e-03 7.403729949146509171e-03 1.176241785287857056e-02 4.097632467746734619e-01 5.948261544108390808e-02
5.000000000000000000e+01 9.416785906068980694e-04 5.165594164282083511e-03 8.180042728781700134e-03 1.314710942097008228e-03 5.165594164282083511e-03 8.180042728781700134e-03 3.860413730144500732e-01 5.279486253857612610e-02
6.000000000000000000e+01 8.524277945980429649e-04 4.134891089051961899e-03 6.679804064333438873e-03 1.518789329566061497e-03 4.134891089051961899e-03 6.679804064333438873e-03 3.649374842643737793e-01 4.718032851815223694e-02
7.000000000000000000e+01 7.892398280091583729e-04 3.294225083664059639e-03 5.497664213180541992e-03 1.336004934273660183e-03 3.294225083664059639e-03 5.497664213180541992e-03 3.421717882156372070e-01 4.147748649120330811e-02
8.000000000000000000e+01 7.573040784336626530e-04 2.752158092334866524e-03 4.558299202471971512e-03 1.157590537331998348e-03 2.752158092334866524e-03 4.558299202471971512e-03 3.255656361579895020e-01 3.754923492670059204e-02
9.000000000000000000e+01 7.251637871377170086e-04 2.441324293613433838e-03 3.670327831059694290e-03 9.710966842249035835e-04 2.441324293613433838e-03 3.670327831059694290e-03 3.085806965827941895e-01 3.373350948095321655e-02
1.000000000000000000e+02 6.923768087290227413e-04 2.043041633442044258e-03 3.079928224906325340e-03 8.596159750595688820e-04 2.043041633442044258e-03 3.079928224906325340e-03 2.909935116767883301e-01 2.999788522720336914e-02
1.100000000000000000e+02 6.721409736201167107e-04 1.750306459143757820e-03 2.555721672251820564e-03 8.208624203689396381e-04 1.750306459143757820e-03 2.555721672251820564e-03 2.751257717609405518e-01 2.681553922593593597e-02
1.200000000000000000e+02 6.586099043488502502e-04 1.506321830675005913e-03 2.123932354152202606e-03 7.880126358941197395e-04 1.506321830675005913e-03 2.123932354152202606e-03 2.600615322589874268e-01 2.395941317081451416e-02
1.300000000000000000e+02 6.491084350273013115e-04 1.285336911678314209e-03 1.787471468560397625e-03 7.692651706747710705e-04 1.285336911678314209e-03 1.787471468560397625e-03 2.458524703979492188e-01 2.141278423368930817e-02
1.400000000000000000e+02 6.415555253624916077e-04 1.110745477490127087e-03 1.502932980656623840e-03 7.620908436365425587e-04 1.110745477490127087e-03 1.502932980656623840e-03 2.333467751741409302e-01 1.928979717195034027e-02
1.500000000000000000e+02 6.367186433635652065e-04 9.579252800904214382e-04 1.276142429560422897e-03 7.624882273375988007e-04 9.579252800904214382e-04 1.276142429560422897e-03 2.220387458801269531e-01 1.746552065014839172e-02
1.600000000000000000e+02 6.319761741906404495e-04 8.343201479874551296e-04 1.088458346202969551e-03 7.668706239201128483e-04 8.343201479874551296e-04 1.088458346202969551e-03 2.118722349405288696e-01 1.590274646878242493e-02
1.700000000000000000e+02 6.267020944505929947e-04 7.321958546526730061e-04 9.346488513983786106e-04 7.707214099355041981e-04 7.321958546526730061e-04 9.346488513983786106e-04 2.028777748346328735e-01 1.458119135349988937e-02
1.800000000000000000e+02 6.194863817654550076e-04 6.469162181019783020e-04 8.108846377581357956e-04 7.727688644081354141e-04 6.469162181019783020e-04 8.108846377581357956e-04 1.949207037687301636e-01 1.345984172075986862e-02
1.900000000000000000e+02 6.106939981691539288e-04 5.773515440523624420e-04 7.093871245160698891e-04 7.741043809801340103e-04 5.773515440523624420e-04 7.093871245160698891e-04 1.879728138446807861e-01 1.251740008592605591e-02
