# x, y
0.000000000000000000e+00 -3.241655975580215454e-02 -6.334046274423599243e-02 -8.034541457891464233e-02 -1.004855483770370483e-01 -1.073266342282295227e-01 -1.177614107728004456e-01 -1.219104826450347900e-01 -1.288207918405532837e-01 -1.368713825941085815e-01 -1.391254663467407227e-01 -1.449812203645706177e-01 -1.483003497123718262e-01 -1.498217433691024780e-01 -1.526326090097427368e-01 -1.563687771558761597e-01 -1.596475988626480103e-01 -1.606564074754714966e-01 -1.634697616100311279e-01 -1.651901602745056152e-01 -1.660094410181045532e-01 -1.683220863342285156e-01 -1.697557717561721802e-01 -1.717656701803207397e-01 -1.742193102836608887e-01 -1.753618717193603516e-01 -1.759141981601715088e-01 -1.769834756851196289e-01 -1.775013804435729980e-01 -1.785058230161666870e-01 -1.817307174205780029e-01 -1.825792789459228516e-01 -1.837992221117019653e-01 -1.841926276683807373e-01 -1.860691905021667480e-01 -1.864276081323623657e-01 -1.874718964099884033e-01 -1.884725987911224365e-01 -1.891171932220458984e-01 -2.325934171676635742e-01 3.046875000000000000e-01 1.103914737701416016e+00
-5.832606554031372070e-02 3.724687173962593079e-02 -2.190802618861198425e-02 -4.894005507230758667e-02 -7.855831086635589600e-02 -8.821042627096176147e-02 -1.026304885745048523e-01 -1.082762256264686584e-01 -1.175824105739593506e-01 -1.282881498336791992e-01 -1.312619447708129883e-01 -1.389431059360504150e-01 -1.432702541351318359e-01 -1.452476084232330322e-01 -1.488912403583526611e-01 -1.537156999111175537e-01 -1.579329818487167358e-01 -1.592274904251098633e-01 -1.628304868936538696e-01 -1.650286763906478882e-01 -1.660741716623306274e-01 -1.690208613872528076e-01 -1.708443164825439453e-01 -1.733966320753097534e-01 -1.765060871839523315e-01 -1.779517829418182373e-01 -1.786500960588455200e-01 -1.800010949373245239e-01 -1.806549876928329468e-01 -1.819224357604980469e-01 -1.859845817089080811e-01 -1.870517134666442871e-01 -1.885845810174942017e-01 -1.890786141157150269e-01 -1.914330273866653442e-01 -1.918823570013046265e-01 -1.931907534599304199e-01 -1.944436132907867432e-01 -1.952501535415649414e-01 -2.489144504070281982e-01 1.171875000000000000e-01 1.130721330642700195e+00
6.393981724977493286e-02 -1.157134324312210083e-01 2.401663176715373993e-02 -1.706468872725963593e-02 -5.731306970119476318e-02 -6.980077177286148071e-02 -8.805718272924423218e-02 -9.509573876857757568e-02 -1.065842509269714355e-01 -1.196479797363281250e-01 -1.232510656118392944e-01 -1.325111538171768188e-01 -1.377003341913223267e-01 -1.400654315948486328e-01 -1.444138884544372559e-01 -1.501531898975372314e-01 -1.551539897918701172e-01 -1.566860973834991455e-01 -1.609435081481933594e-01 -1.635361313819885254e-01 -1.647679805755615234e-01 -1.682357043027877808e-01 -1.703785359859466553e-01 -1.733740866184234619e-01 -1.770177781581878662e-01 -1.787097305059432983e-01 -1.795265376567840576e-01 -1.811059266328811646e-01 -1.818699836730957031e-01 -1.833501905202865601e-01 -1.880878657102584839e-01 -1.893308907747268677e-01 -1.911153495311737061e-01 -1.916901767253875732e-01 -1.944278478622436523e-01 -1.949499398469924927e-01 -1.964697539806365967e-01 -1.979242265224456787e-01 -1.988600939512252808e-01 -2.605133652687072754e-01 5.439453125000000000e-01 1.099181890487670898e+00
-1.178289353847503662e-01 -1.431036181747913361e-02 8.620627969503402710e-02 1.843846216797828674e-02 -3.572263196110725403e-02 -5.146046727895736694e-02 -7.390467822551727295e-02 -8.241385966539382935e-02 -9.616164863109588623e-02 -1.116127967834472656e-01 -1.158447116613388062e-01 -1.266688406467437744e-01 -1.327042281627655029e-01 -1.354483366012573242e-01 -1.404832452535629272e-01 -1.471090167760848999e-01 -1.528652161359786987e-01 -1.546257585287094116e-01 -1.595108062028884888e-01 -1.624806970357894897e-01 -1.638905405998229980e-01 -1.678550094366073608e-01 -1.703017503023147583e-01 -1.737183332443237305e-01 -1.778683811426162720e-01 -1.797933727502822876e-01 -1.807222217321395874e-01 -1.825174242258071899e-01 -1.833854764699935913e-01 -1.850664466619491577e-01 -1.904405057430267334e-01 -1.918489485979080200e-01 -1.938698291778564453e-01 -1.945205479860305786e-01 -1.976178884506225586e-01 -1.982082575559616089e-01 -1.999262273311614990e-01 -2.015694975852966309e-01 -2.026264816522598267e-01 -2.716829478740692139e-01 7.128906250000000000e-01 1.089374065399169922e+00
3.448167815804481506e-02 8.275334537029266357e-02 -1.894511431455612183e-01 6.124436482787132263e-02 -1.235659979283809662e-02 -3.174835816025733948e-02 -5.858726799488067627e-02 -6.856958568096160889e-02 -8.451986312866210938e-02 -1.022277697920799255e-01 -1.070432513952255249e-01 -1.193009912967681885e-01 -1.261020749807357788e-01 -1.291869729757308960e-01 -1.348358988761901855e-01 -1.422487050294876099e-01 -1.486705541610717773e-01 -1.506315022706985474e-01 -1.560652256011962891e-01 -1.593635082244873047e-01 -1.609279364347457886e-01 -1.653226912021636963e-01 -1.680318415164947510e-01 -1.718109846115112305e-01 -1.763955205678939819e-01 -1.785199344158172607e-01 -1.795445680618286133e-01 -1.815239787101745605e-01 -1.824807226657867432e-01 -1.843327134847640991e-01 -1.902472972869873047e-01 -1.917959153652191162e-01 -1.940167844295501709e-01 -1.947316229343414307e-01 -1.981325298547744751e-01 -1.987804472446441650e-01 -2.006652653217315674e-01 -2.024673521518707275e-01 -2.036260962486267090e-01 -2.787817418575286865e-01 2.246093750000000000e-02 1.167012691497802734e+00
-3.695074841380119324e-02 -8.867891132831573486e-02 -8.190578222274780273e-02 1.237999275326728821e-01 1.324140653014183044e-02 -1.119733788073062897e-02 -4.376393929123878479e-02 -5.560547485947608948e-02 -7.429439574480056763e-02 -9.477017819881439209e-02 -1.002967506647109985e-01 -1.142954826354980469e-01 -1.220237761735916138e-01 -1.255209296941757202e-01 -1.319120526313781738e-01 -1.402754783630371094e-01 -1.475009620189666748e-01 -1.497038304805755615e-01 -1.557998657226562500e-01 -1.594946235418319702e-01 -1.612457036972045898e-01 -1.661600470542907715e-01 -1.691861450672149658e-01 -1.734033077955245972e-01 -1.785130202770233154e-01 -1.808785796165466309e-01 -1.820190101861953735e-01 -1.842212826013565063e-01 -1.852853298187255859e-01 -1.873442530632019043e-01 -1.939133256673812866e-01 -1.956317275762557983e-01 -1.980949789285659790e-01 -1.988875865936279297e-01 -2.026565521955490112e-01 -2.033742815256118774e-01 -2.054615616798400879e-01 -2.074564099311828613e-01 -2.087386697530746460e-01 -2.913596034049987793e-01 1.250000000000000000e-01 1.156172037124633789e+00
1.373279839754104614e-01 1.667853631079196930e-02 -1.802261173725128174e-02 -2.441775053739547729e-01 4.163423180580139160e-02 1.152711454778909683e-02 -2.662253193557262421e-02 -4.011602327227592468e-02 -6.111462786793708801e-02 -8.378911018371582031e-02 -8.986029773950576782e-02 -1.051598712801933289e-01 -1.135629415512084961e-01 -1.173562407493591309e-01 -1.242747530341148376e-01 -1.333030462265014648e-01 -1.410816162824630737e-01 -1.434494405984878540e-01 -1.499934345483779907e-01 -1.539538651704788208e-01 -1.558293700218200684e-01 -1.610880345106124878e-01 -1.643226891756057739e-01 -1.688262373208999634e-01 -1.742765903472900391e-01 -1.767975836992263794e-01 -1.780124604701995850e-01 -1.803575605154037476e-01 -1.814901828765869141e-01 -1.836811006069183350e-01 -1.906646490097045898e-01 -1.924898773431777954e-01 -1.951051801443099976e-01 -1.959464102983474731e-01 -1.999449282884597778e-01 -2.007060348987579346e-01 -2.029188871383666992e-01 -2.050329446792602539e-01 -2.063914388418197632e-01 -2.933894097805023193e-01 3.291015625000000000e-01 1.154483556747436523e+00
-1.923846751451492310e-01 1.530730575323104858e-01 4.495212063193321228e-02 -1.230370104312896729e-01 7.581736147403717041e-02 3.679115697741508484e-02 -9.253712370991706848e-03 -2.498061954975128174e-02 -4.905752837657928467e-02 -7.463770359754562378e-02 -8.142774552106857300e-02 -9.844657033681869507e-02 -1.077439039945602417e-01 -1.119304448366165161e-01 -1.195506304502487183e-01 -1.294664293527603149e-01 -1.379862129688262939e-01 -1.405756324529647827e-01 -1.477228254079818726e-01 -1.520420312881469727e-01 -1.540858298540115356e-01 -1.598111838102340698e-01 -1.633291691541671753e-01 -1.682226955890655518e-01 -1.741383075714111328e-01 -1.768720895051956177e-01 -1.781889796257019043e-01 -1.807300746440887451e-01 -1.819569170475006104e-01 -1.843292862176895142e-01 -1.918843984603881836e-01 -1.938573718070983887e-01 -1.966831684112548828e-01 -1.975918561220169067e-01 -2.019090503454208374e-01 -2.027304619550704956e-01 -2.051180750131607056e-01 -2.073982805013656616e-01 -2.088631093502044678e-01 -3.021331131458282471e-01 9.560546875000000000e-01 1.105796217918395996e+00
2.058197185397148132e-02 -2.336942553520202637e-01 1.301113367080688477e-01 -6.631729006767272949e-02 1.188594028353691101e-01 6.573253124952316284e-02 9.654598310589790344e-03 -8.636748418211936951e-03 -3.610053658485412598e-02 -6.474745273590087891e-02 -7.227963209152221680e-02 -9.105012565851211548e-02 -1.012467071413993835e-01 -1.058263406157493591e-01 -1.141444742679595947e-01 -1.249371841549873352e-01 -1.341845989227294922e-01 -1.369907706975936890e-01 -1.447262167930603027e-01 -1.493941098451614380e-01 -1.516012102365493774e-01 -1.577783674001693726e-01 -1.615700274705886841e-01 -1.668394207954406738e-01 -1.732022762298583984e-01 -1.761402338743209839e-01 -1.775549203157424927e-01 -1.802837252616882324e-01 -1.816007494926452637e-01 -1.841466277837753296e-01 -1.922472417354583740e-01 -1.943609267473220825e-01 -1.973871290683746338e-01 -1.983599364757537842e-01 -2.029799520969390869e-01 -2.038586139678955078e-01 -2.064120471477508545e-01 -2.088497579097747803e-01 -2.104153484106063843e-01 -3.095574975013732910e-01 9.052734375000000000e-01 1.123171091079711914e+00
-6.714016944169998169e-02 -4.544990509748458862e-02 -1.930059343576431274e-01 -1.761550828814506531e-02 1.834050714969635010e-01 1.011431366205215454e-01 3.063320368528366089e-02 9.067637845873832703e-03 -2.255661599338054657e-02 -5.485251918435096741e-02 -6.325527280569076538e-02 -8.406604826450347900e-02 -9.530358016490936279e-02 -1.003371030092239380e-01 -1.094597876071929932e-01 -1.212611347436904907e-01 -1.313440054655075073e-01 -1.343988478183746338e-01 -1.428087949752807617e-01 -1.478762626647949219e-01 -1.502704471349716187e-01 -1.569651067256927490e-01 -1.610701531171798706e-01 -1.667699068784713745e-01 -1.736448258161544800e-01 -1.768165230751037598e-01 -1.783431768417358398e-01 -1.812869012355804443e-01 -1.827071607112884521e-01 -1.854517161846160889e-01 -1.941769868135452271e-01 -1.964518576860427856e-01 -1.997075378894805908e-01 -2.007538229227066040e-01 -2.057207375764846802e-01 -2.066650390625000000e-01 -2.094084918498992920e-01 -2.120267152786254883e-01 -2.137077599763870239e-01 -3.196074068546295166e-01 6.953125000000000000e-01 1.142487525939941406e+00
