# x, y
0.000000000000000000e+00 -1.666666567325592041e-01 -3.000000119209289551e-01 -3.571428656578063965e-01 -4.090909063816070557e-01 -4.230769276618957520e-01 -4.411764740943908691e-01 -4.473684132099151611e-01 -4.565217494964599609e-01 -4.655172526836395264e-01 -4.677419364452362061e-01 -4.729729592800140381e-01 -4.756097495555877686e-01 -4.767441749572753906e-01 -4.787234067916870117e-01 -4.811320900917053223e-01 -4.830508530139923096e-01 -4.836065471172332764e-01 -4.850746393203735352e-01 -4.937888085842132568e-01 0.000000000000000000e+00 -7.765006065368652344e+00
-2.500000000000000000e-01 1.666666865348815918e-01 -9.999999403953552246e-02 -2.142857015132904053e-01 -3.181818127632141113e-01 -3.461538553237915039e-01 -3.823529481887817383e-01 -3.947368264198303223e-01 -4.130434691905975342e-01 -4.310344755649566650e-01 -4.354838728904724121e-01 -4.459459483623504639e-01 -4.512194991111755371e-01 -4.534883797168731689e-01 -4.574468135833740234e-01 -4.622641503810882568e-01 -4.661017060279846191e-01 -4.672131240367889404e-01 -4.701492488384246826e-01 -4.875776469707489014e-01 0.000000000000000000e+00 -6.780012607574462891e+00
2.500000000000000000e-01 -3.888888955116271973e-01 1.000000238418579102e-01 -7.142856717109680176e-02 -2.272727191448211670e-01 -2.692307829856872559e-01 -3.235294222831726074e-01 -3.421052694320678711e-01 -3.695652186870574951e-01 -3.965517282485961914e-01 -4.032258093357086182e-01 -4.189189076423645020e-01 -4.268292784690856934e-01 -4.302325546741485596e-01 -4.361702203750610352e-01 -4.433962106704711914e-01 -4.491525292396545410e-01 -4.508196711540222168e-01 -4.552238881587982178e-01 -4.813664555549621582e-01 0.000000000000000000e+00 -5.933908462524414062e+00
-3.750000000000000000e-01 -5.555555224418640137e-02 3.000000119209289551e-01 7.142859697341918945e-02 -1.363636255264282227e-01 -1.923076808452606201e-01 -2.647058963775634766e-01 -2.894736826419830322e-01 -3.260869383811950684e-01 -3.620689511299133301e-01 -3.709677457809448242e-01 -3.918918967247009277e-01 -4.024390280246734619e-01 -4.069767594337463379e-01 -4.148936271667480469e-01 -4.245283007621765137e-01 -4.322033822536468506e-01 -4.344262480735778809e-01 -4.402984976768493652e-01 -4.751552939414978027e-01 0.000000000000000000e+00 -5.323914527893066406e+00
1.250000000000000000e-01 2.777777910232543945e-01 -4.600000083446502686e-01 2.142857313156127930e-01 -4.545453190803527832e-02 -1.153846085071563721e-01 -2.058823406696319580e-01 -2.368420958518981934e-01 -2.826086878776550293e-01 -3.275862038135528564e-01 -3.387096822261810303e-01 -3.648648858070373535e-01 -3.780487775802612305e-01 -3.837209343910217285e-01 -3.936170339584350586e-01 -4.056603908538818359e-01 -4.152542352676391602e-01 -4.180327951908111572e-01 -4.253731369972229004e-01 -4.689441025257110596e-01 0.000000000000000000e+00 -4.548921108245849609e+00
-1.250000000000000000e-01 -2.777777910232543945e-01 -2.599999904632568359e-01 3.571428656578063965e-01 4.545456171035766602e-02 -3.846153616905212402e-02 -1.470588147640228271e-01 -1.842105388641357422e-01 -2.391304373741149902e-01 -2.931034564971923828e-01 -3.064516186714172363e-01 -3.378378450870513916e-01 -3.536585569381713867e-01 -3.604651093482971191e-01 -3.723404407501220703e-01 -3.867924511432647705e-01 -3.983050882816314697e-01 -4.016393423080444336e-01 -4.104477763175964355e-01 -4.627329111099243164e-01 0.000000000000000000e+00 -4.452816009521484375e+00
3.750000000000000000e-01 5.555558204650878906e-02 -6.000000238418579102e-02 -4.795918464660644531e-01 1.363636255264282227e-01 3.846156597137451172e-02 -8.823528885841369629e-02 -1.315789520740509033e-01 -1.956521868705749512e-01 -2.586206793785095215e-01 -2.741935551166534424e-01 -3.108108043670654297e-01 -3.292682766914367676e-01 -3.372092843055725098e-01 -3.510638475418090820e-01 -3.679245114326477051e-01 -3.813559412956237793e-01 -3.852459192276000977e-01 -3.955223858356475830e-01 -4.565217494964599609e-01 0.000000000000000000e+00 -3.697414398193359375e+00
-4.375000000000000000e-01 3.888888955116271973e-01 1.399999856948852539e-01 -3.367347121238708496e-01 2.272727489471435547e-01 1.153846383094787598e-01 -2.941176295280456543e-02 -7.894736528396606445e-02 -1.521739065647125244e-01 -2.241379320621490479e-01 -2.419354915618896484e-01 -2.837837934494018555e-01 -3.048780560493469238e-01 -3.139534890651702881e-01 -3.297872543334960938e-01 -3.490566015243530273e-01 -3.644067645072937012e-01 -3.688524663448333740e-01 -3.805970251560211182e-01 -4.503105580806732178e-01 0.000000000000000000e+00 -3.274920940399169922e+00
6.250000000000000000e-02 -4.629629552364349365e-01 3.399999737739562988e-01 -1.938775479793548584e-01 3.181818127632141113e-01 1.923077106475830078e-01 2.941179275512695312e-02 -2.631577849388122559e-02 -1.086956560611724854e-01 -1.896551847457885742e-01 -2.096774280071258545e-01 -2.567567527294158936e-01 -2.804878056049346924e-01 -2.906976938247680664e-01 -3.085106313228607178e-01 -3.301886916160583496e-01 -3.474576473236083984e-01 -3.524590134620666504e-01 -3.656716346740722656e-01 -4.440993666648864746e-01 0.000000000000000000e+00 -2.725112438201904297e+00
-1.875000000000000000e-01 -1.296296417713165283e-01 -4.200000166893005371e-01 -5.102041363716125488e-02 4.090909361839294434e-01 2.692307829856872559e-01 8.823531866073608398e-02 2.631580829620361328e-02 -6.521740555763244629e-02 -1.551724076271057129e-01 -1.774193644523620605e-01 -2.297297418117523193e-01 -2.560975551605224609e-01 -2.674418687820434570e-01 -2.872340381145477295e-01 -3.113207519054412842e-01 -3.305084705352783203e-01 -3.360655903816223145e-01 -3.507462739944458008e-01 -4.378882050514221191e-01 0.000000000000000000e+00 -2.700119018554687500e+00
