# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.777331698685884476e-03 2.991837263107299805e-01 5.230409502983093262e-01 4.139584898948669434e-01 6.777331698685884476e-03 2.991837263107299805e-01 5.230409502983093262e-01 4.139584898948669434e-01 1.094636678695678711e+00 4.212529659271240234e-01
0.000000000000000000e+00 6.777331698685884476e-03 2.991837263107299805e-01 5.230409502983093262e-01 4.139584898948669434e-01 6.777331698685884476e-03 2.991837263107299805e-01 5.230409502983093262e-01 4.139584898948669434e-01 1.094636678695678711e+00 4.212529659271240234e-01
1.000000000000000000e+01 3.699325770139694214e-02 4.591697454452514648e-02 1.141515523195266724e-01 1.067399308085441589e-01 3.699325770139694214e-02 4.591697454452514648e-02 1.141515523195266724e-01 1.067399308085441589e-01 6.143732666969299316e-01 1.326989531517028809e-01
2.000000000000000000e+01 8.681770996190607548e-04 1.438670791685581207e-02 6.761252135038375854e-02 4.243835434317588806e-02 8.681770996190607548e-04 1.438670791685581207e-02 6.761252135038375854e-02 4.243835434317588806e-02 4.138274192810058594e-01 6.020622327923774719e-02
3.000000000000000000e+01 2.442324534058570862e-03 6.256367545574903488e-03 4.174049943685531616e-02 2.298563160002231598e-02 2.442324534058570862e-03 6.256367545574903488e-03 4.174049943685531616e-02 2.298563160002231598e-02 3.104572892189025879e-01 3.388492763042449951e-02
4.000000000000000000e+01 1.560422126203775406e-03 3.891018452122807503e-03 2.743003144860267639e-02 1.436495129019021988e-02 1.560422126203775406e-03 3.891018452122807503e-03 2.743003144860267639e-02 1.436495129019021988e-02 2.625679969787597656e-01 2.423742972314357758e-02
5.000000000000000000e+01 1.829796354286372662e-03 2.373887924477458000e-03 1.643101125955581665e-02 8.294143714010715485e-03 1.829796354286372662e-03 2.373887924477458000e-03 1.643101125955581665e-02 8.294143714010715485e-03 2.117393612861633301e-01 1.576180942356586456e-02
6.000000000000000000e+01 2.288883086293935776e-03 1.984872622415423393e-03 9.297194890677928925e-03 5.246750079095363617e-03 2.288883086293935776e-03 1.984872622415423393e-03 9.297194890677928925e-03 5.246750079095363617e-03 1.694992035627365112e-01 1.010039355605840683e-02
7.000000000000000000e+01 2.090746071189641953e-03 1.497525605373084545e-03 5.789124406874179840e-03 3.449391806498169899e-03 2.090746071189641953e-03 1.497525605373084545e-03 5.789124406874179840e-03 3.449391806498169899e-03 1.404517292976379395e-01 6.935168523341417313e-03
8.000000000000000000e+01 1.744682551361620426e-03 1.123087364248931408e-03 3.913619089871644974e-03 2.592709846794605255e-03 1.744682551361620426e-03 1.123087364248931408e-03 3.913619089871644974e-03 2.592709846794605255e-03 1.223269104957580566e-01 5.260740406811237335e-03
9.000000000000000000e+01 1.517789671197533607e-03 8.591286023147404194e-04 2.781623741611838341e-03 1.985010690987110138e-03 1.517789671197533607e-03 8.591286023147404194e-04 2.781623741611838341e-03 1.985010690987110138e-03 1.087921559810638428e-01 4.161003045737743378e-03
1.000000000000000000e+02 1.288178726099431515e-03 6.793311913497745991e-04 2.071806928142905235e-03 1.624142169021070004e-03 1.288178726099431515e-03 6.793311913497745991e-04 2.071806928142905235e-03 1.624142169021070004e-03 1.000545620918273926e-01 3.519464749842882156e-03
1.100000000000000000e+02 1.119525753892958164e-03 5.412576138041913509e-04 1.588548417203128338e-03 1.361047150567173958e-03 1.119525753892958164e-03 5.412576138041913509e-04 1.588548417203128338e-03 1.361047150567173958e-03 9.355018287897109985e-02 3.076750086620450020e-03
1.200000000000000000e+02 1.024108380079269409e-03 4.321216547396034002e-04 1.252588001079857349e-03 1.134463469497859478e-03 1.024108380079269409e-03 4.321216547396034002e-04 1.252588001079857349e-03 1.134463469497859478e-03 8.744733780622482300e-02 2.688413253054022789e-03
1.300000000000000000e+02 9.510575910098850727e-04 3.540740290191024542e-04 1.016836264170706272e-03 9.603477665223181248e-04 9.510575910098850727e-04 3.540740290191024542e-04 1.016836264170706272e-03 9.603477665223181248e-04 8.230764418840408325e-02 2.381679136306047440e-03
1.400000000000000000e+02 8.802499505691230297e-04 2.997078408952802420e-04 8.496349910274147987e-04 8.280076435767114162e-04 8.802499505691230297e-04 2.997078408952802420e-04 8.496349910274147987e-04 8.280076435767114162e-04 7.817326486110687256e-02 2.148420782759785652e-03
1.500000000000000000e+02 8.146984037011861801e-04 2.598440332803875208e-04 7.245910237543284893e-04 7.251464994624257088e-04 8.146984037011861801e-04 2.598440332803875208e-04 7.245910237543284893e-04 7.251464994624257088e-04 7.469857484102249146e-02 1.961677102372050285e-03
